,carat,cut,color,clarity,depth,table,x,y,z,cut_,clarity_,color_,price_predicted
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,3,4,5,842.7628141221869
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,3,4,7,1071.3346957574786
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,3,3,6,4116.086103073052
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,3,3,3,573.9232256292271
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,3,4,6,12519.017440025127
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,4,3,4,5330.240329313093
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,5,5,5,1035.7543729933948
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,5,4,2,4981.137088523663
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,5,4,6,1703.1869766032546
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,1,3,5,4295.789724311388
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,5,4,5,673.3266077104897
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,4,4,5,5845.475276234502
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,4,4,3,954.6773395137438
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,4,2,4,3939.942722848688
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,3,4,5,603.9975708554332
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,2,3,6,3959.4297918663847
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,5,4,5,6306.612686420494
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,2,3,5,3764.451310929064
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,5,6,7,951.437885954206
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,3,5,6,1142.6092686798172
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,5,2,4,7014.264564709957
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,5,8,5,4322.989662464013
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,5,4,2,5159.556950608852
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,4,8,6,1144.5740678423313
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,4,2,3,13170.195214410991
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,2,2,1,7941.551385703102
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,5,4,3,10985.53922240789
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,5,3,4,4799.860862831862
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,5,5,4,2020.5891865081908
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,4,2,6,3932.7063958119784
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,3,3,6,658.4585884321538
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,5,3,6,3462.645765400528
1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,5,5,7,728.5227269269551
1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,5,4,6,1896.7006913687999
1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,2,4,4,2599.7742594860647
1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,3,4,5,5582.2257717084485
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,5,2,2,3321.906040011278
1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,3,4,2,15823.190798643049
1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,5,5,4,746.5524333666561
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,5,3,4,1004.1647226827406
1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,3,7,6,831.0357932041762
1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,3,6,4,495.32985514560977
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,5,3,6,12470.547061916468
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,5,2,6,507.7712968105292
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,2,3,4,475.74460876385524
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,3,2,3,1983.8515783502369
1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,3,6,3,981.3522641131254
1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,5,6,6,1371.9057579685125
1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,5,8,2,1951.364150480035
1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,5,6,7,2489.2300545341773
1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,5,7,3,905.120334933444
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,3,2,4,11402.222323730675
1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,5,5,1,2209.1014041300014
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,2,3,2,7834.266437595849
1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,2,7,5,1228.156226803641
1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,4,8,5,814.0839925769584
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,5,3,3,6131.492451554121
1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1,4,5,1655.4402042456115
1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,5,6,3,1901.7018498164832
1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,5,5,4,13737.944348034143
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,2,2,7,7095.537917514777
1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,4,4,3,751.9969706669858
1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,4,4,7,950.9008522629218
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,5,2,5,4202.9049555080455
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,3,2,7,5982.624458060188
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,3,3,2,3036.2349792311306
1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,5,8,6,987.7461150028834
1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,2,5,1,1767.1882765975065
1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,2,4,7,1030.5601985039384
1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,3,8,4,995.2107671001636
1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,5,6,6,540.5403597051543
1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,4,5,3,27841.674399023104
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,4,3,1,11912.458805535904
1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,5,7,6,9149.872822041676
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,5,3,6,2765.809816725706
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,4,2,5,4114.10481205399
1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,3,4,2,1676.0388909390124
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,5,3,2,402.9661332088926
1548,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,5,7,5,1889.793133227619
1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,5,3,7,1122.8503382927395
1550,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,4,5,7,3515.404397751715
1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,5,3,2,16717.974570062663
1552,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2,4,4,2531.2634596042717
1553,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,5,5,5,17972.029889496996
1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,3,5,1,8377.729111457209
1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,4,3,2,2214.184672975239
1556,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,2,4,5,2765.5210457525454
1557,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,3,5,4,5732.511857255394
1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,2,2,3,3404.686019006183
1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,4,3,6,2636.0267121100337
1560,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,5,7,6,2146.4658028141926
1561,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,4,2,3,14811.201586706264
1562,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,5,6,4,861.9370128860446
1563,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,3,6,2,3718.868873923707
1564,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,3,2,7,4393.312868286255
1565,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,4,2,6,1195.3622017704079
1566,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,5,3,7,1846.3309875677937
1567,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,5,4,5,797.0738584753677
1568,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,4,3,7,5902.378903300737
1569,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,5,4,6,1402.4652722671856
1570,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,4,5,4,13284.804946996674
1571,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,5,7,5,780.0248103739262
1572,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,5,2,4,1981.213715939461
1573,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,2,5,3,561.3742724703036
1574,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,3,6,6,1247.1055542230008
1575,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,5,3,7,5604.582973430186
1576,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,3,6,4,1761.082420873596
1577,0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,1,4,7,4439.508013727148
1578,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,4,3,6,603.8295157975174
1579,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,4,3,5,508.4080755777623
1580,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,5,3,1,774.4314221678346
1581,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,3,3,7,577.4845036493513
1582,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,5,8,4,2704.859104300587
1583,0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,5,7,5,1340.7141157238757
1584,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,3,7,6,473.75330078375765
1585,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,5,3,2,4975.687993952205
1586,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,4,4,5,2019.4037920363294
1587,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,4,2,1,4676.859925820001
1588,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,5,2,2,14732.119872488927
1589,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,5,3,5,5893.84186539885
1590,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,3,3,5,4862.271594645676
1591,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,4,2,7,10611.872814678574
1592,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,3,6,4,1761.082420873596
1593,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,4,2,3,986.5582614654269
1594,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,5,4,6,708.201331356117
1595,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,2,4,7,2955.6431930808308
1596,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,4,2,6,6367.360924538299
1597,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,2,5,1,800.6670397050602
1598,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,3,5,7,1307.1762573902063
1599,1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,4,4,5,5738.044910251072
1600,0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,4,5,5,1764.298582342453
1601,1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,1,3,6,4518.288698448915
1602,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,3,3,4,1309.690247374848
1603,0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,5,3,4,3863.1620264475423
1604,0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,5,5,4,1175.5747765799329
1605,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,3,3,7,542.9117251053458
1606,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,4,2,5,3522.0923614927915
1607,1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,5,2,3,5287.326052355494
1608,0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,5,4,6,2031.1190432079238
1609,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,2,3,3,466.36849722708087
1610,0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,5,7,5,512.4501054491719
1611,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,4,2,7,5303.279291615317
1612,0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,3,5,6,1940.8816785017957
1613,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,3,2,6,15379.936604894461
1614,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,4,2,3,5744.070348653649
1615,2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,3,3,3,15276.365127827577
1616,1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,2,2,7,4305.228562675065
1617,1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,4,2,6,4246.882736004138
1618,2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,4,2,3,12925.762384869253
1619,0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,4,4,7,640.6988586130951
1620,0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,3,6,6,3673.5008290721953
1621,1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,5,5,4,6019.712148345154
1622,1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,2,5,5,8268.230403857287
1623,0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,4,4,4,1080.6901317763134
1624,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,1,3,2,3920.0305547489697
1625,0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,5,5,4,3243.1662677181057
1626,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,4,2,6,4823.83479900126
1627,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,4,2,5,4586.289487973407
1628,0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,5,4,7,3491.7830990648663
1629,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,3,2,3,3409.86309566258
1630,0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,4,5,7,3903.128534654067
1631,0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,2,2,6,3259.2092092170815
1632,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,5,8,5,2428.13324708278
1633,0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,1,1,4,2294.423734024159
1634,0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,5,3,3,669.1479083214678
1635,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,4,5,4,860.8595807558064
1636,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,4,2,3,11275.027274010306
1637,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,4,3,4,821.4835613647846
1638,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,5,3,5,1682.0396625432686
1639,2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,4,3,3,15850.928879425344
1640,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,3,5,3,3315.7527445746437
1641,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,4,3,7,630.168517077135
1642,0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,3,4,5,1118.3711840656476
1643,1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,4,4,3,5074.275102102033
1644,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,3,5,4,1673.60018082099
1645,0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,2,3,3,466.36849722708087
1646,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,4,3,4,5999.24964156246
1647,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,4,6,5,6970.82773958316
1648,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,3,2,1,2610.837248697099
1649,1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,4,5,5,6506.310195704873
1650,0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,5,6,6,3857.544147899823
1651,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,5,4,6,708.201331356117
1652,0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,5,3,2,1986.4377155706238
1653,0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,5,2,1,1349.5151467651815
1654,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,5,3,2,14882.312915172173
1655,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,3,3,4,1309.690247374848
1656,0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,3,3,6,936.7094996444441
1657,2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,4,1,3,14106.666735031999
1658,0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,4,5,6,726.8380200257733
1659,1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,3,4,2,6666.366194657957
1660,0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,4,5,3,2279.8510053397567
1661,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,4,3,6,919.1177805404028
1662,0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,3,3,4,3756.187237113659
1663,0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,3,3,6,553.347523352194
1664,1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,4,5,4,8305.76409798458
1665,1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,5,5,4,12915.48261167065
1666,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,2,2,7,2535.6848675943693
1667,0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,3,5,5,518.3096977113601
1668,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,5,3,3,16041.714876900078
1669,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,5,5,6,883.5728245139411
1670,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,5,4,6,627.1707612621512
1671,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,5,4,6,708.201331356117
1672,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,3,3,7,2748.7415996399995
1673,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,5,6,3,840.5685841463842
1674,1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,4,4,3,10887.017557151541
1675,1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,5,2,2,3571.4115845947817
1676,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,2,5,5,399.42052756635576
1677,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,3,3,6,936.7094996444441
1678,0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,3,3,7,4295.629491230665
1679,1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,4,2,3,6427.618919871136
1680,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,3,4,4,567.7980067856514
1681,1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,4,2,2,3251.71988638263
1682,0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,5,3,2,2737.540269226155
1683,1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,4,2,5,4191.131010448421
1684,0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,4,4,2,3583.1097316917853
1685,0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,3,4,7,1071.3346957574786
1686,1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,1,4,2,8313.061970464301
1687,0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,5,8,2,1161.83215187975
1688,1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,4,4,3,13571.318862218046
1689,0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,3,6,1,362.2429271299422
1690,0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,4,3,4,2356.0120989539128
1691,0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,5,6,5,817.9865909453715
1692,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,5,3,3,16805.09978383795
1693,0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,4,4,1,2204.5705575556763
1694,1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,2,2,3,5220.765161244665
1695,1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,5,4,4,7743.272066465988
1696,0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,3,7,6,513.2769789266698
1697,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,5,3,2,10558.259869382126
1698,0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,5,4,2,522.4054115379457
1699,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,4,2,3,7520.182889811971
1700,1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,5,6,4,11560.228787459371
1701,1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,5,6,4,9701.738904679512
1702,0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,5,3,5,519.3817167723738
1703,0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,5,4,3,584.4938657048039
1704,1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,3,2,4,4418.48412558108
1705,0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,5,6,4,814.8277033022629
1706,1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,4,3,3,6384.150173902789
1707,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,5,2,2,11913.414064442743
1708,2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,1,5,3,17572.882129158595
1709,1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,5,4,4,13102.87619896388
1710,1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,4,4,2,7160.379672858307
1711,0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,5,2,4,1132.0847722562146
1712,0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,4,5,3,969.3430637200878
1713,1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,4,5,4,6116.365593024239
1714,0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,3,4,6,1743.7496099199798
1715,0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,3,3,4,837.2065822507701
1716,0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,5,2,6,3557.9087558485535
1717,1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,3,7,6,9174.60755672232
1718,1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,4,5,7,7407.737668958919
1719,0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,2,4,1,915.0861407880875
1720,2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,3,3,4,16699.469024755395
1721,0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,3,6,7,459.15724927019835
1722,0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,5,3,6,895.2490763453239
1723,0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,3,7,6,640.7062127693217
1724,2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,3,2,6,15669.325834273659
1725,0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,4,4,5,272.04810772203405
1726,1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,2,4,1,3374.6183029024937
1727,0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,3,5,6,1805.2880263291968
1728,1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,3,6,5,11225.39704771636
1729,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,4,2,4,15070.584311761226
1730,0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,3,3,2,1284.8715027471803
1731,1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,3,5,4,7580.58828858853
1732,2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,5,4,1,13971.525016730755
1733,0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,3,3,5,890.5821012762716
1734,0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,5,3,7,570.1117395787485
1735,0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,5,4,4,963.476836797743
1736,0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,3,3,2,1371.0644192587276
1737,1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,5,3,3,4768.5040664317185
1738,1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,3,2,4,4268.446452453943
