,carat,cut,color,clarity,depth,table,price,x,y,z,clarity_,color_
6768,1.05,Good,G,SI2,63.2,54.0,4241.0,6.49,6.52,4.11,1,3
6769,1.05,Very Good,G,SI2,61.6,60.0,4241.0,6.49,6.56,4.02,1,3
6770,0.9,Ideal,D,SI2,60.8,56.0,4241.0,6.24,6.26,3.8,1,6
6771,0.61,Ideal,D,VVS1,62.1,56.0,4241.0,5.43,5.46,3.38,6,6
6772,1.01,Ideal,I,SI1,60.2,59.0,4241.0,6.54,6.49,3.92,2,1
6773,0.9,Good,F,SI1,61.8,63.0,4241.0,6.21,6.18,3.83,2,4
6774,0.91,Premium,G,VS2,59.5,58.0,4241.0,6.34,6.26,3.75,3,3
6775,1.01,Good,H,SI1,60.6,61.0,4242.0,6.35,6.39,3.86,2,2
6776,1.01,Good,H,SI1,60.3,64.0,4242.0,6.49,6.52,3.92,2,2
6777,1.01,Premium,I,SI1,62.9,58.0,4242.0,6.37,6.34,4.0,2,1
6778,1.01,Premium,I,SI1,61.8,59.0,4242.0,6.44,6.37,3.96,2,1
6779,1.01,Premium,H,SI2,61.9,60.0,4242.0,6.43,6.4,3.97,1,2
6780,1.01,Premium,H,SI2,61.1,59.0,4242.0,6.54,6.46,3.97,1,2
6781,1.01,Ideal,G,SI2,62.4,56.0,4242.0,6.42,6.37,3.99,1,3
6782,1.01,Premium,H,SI2,59.9,59.0,4242.0,6.51,6.48,3.89,1,2
6783,1.01,Premium,G,SI2,59.1,59.0,4242.0,6.55,6.51,3.86,1,3
6784,1.01,Premium,H,SI2,58.8,58.0,4242.0,6.62,6.57,3.88,1,2
6785,1.01,Premium,H,SI2,61.6,59.0,4242.0,6.44,6.39,3.95,1,2
6786,1.01,Premium,H,SI2,61.5,60.0,4242.0,6.4,6.34,3.92,1,2
6787,1.01,Ideal,D,SI2,62.0,57.0,4242.0,6.42,6.38,3.97,1,6
6788,1.01,Premium,H,SI2,59.9,59.0,4242.0,6.55,6.48,3.9,1,2
6789,1.01,Good,F,SI2,63.7,59.0,4242.0,6.38,6.28,4.03,1,4
6790,0.84,Premium,F,VVS2,60.4,62.0,4243.0,6.15,6.1,3.7,5,4
6791,1.01,Very Good,I,SI1,61.2,59.0,4243.0,6.34,6.44,3.92,2,1
6792,0.76,Ideal,D,VS1,62.0,56.0,4243.0,5.84,5.87,3.63,4,6
6793,1.02,Ideal,H,SI2,60.5,56.0,4243.0,6.53,6.57,3.96,1,2
6794,0.92,Good,G,VS2,63.4,57.0,4243.0,6.17,6.23,3.93,3,3
6795,0.7,Very Good,D,VVS1,62.7,54.0,4244.0,5.67,5.71,3.57,6,6
6796,1.04,Very Good,F,SI2,62.8,55.0,4244.0,6.41,6.48,4.05,1,4
6797,1.09,Very Good,D,SI2,59.2,63.0,4244.0,6.67,6.71,3.96,1,6
6798,1.01,Very Good,I,SI2,63.5,57.0,4244.0,6.35,6.37,4.04,1,1
6799,1.01,Ideal,I,SI2,62.8,57.0,4244.0,6.36,6.41,4.01,1,1
6800,1.1,Good,F,SI2,63.8,56.0,4244.0,6.53,6.48,4.15,1,4
6801,1.01,Very Good,E,SI2,63.3,58.0,4244.0,6.36,6.3,4.01,1,5
6802,1.02,Good,D,SI2,57.7,64.0,4246.0,6.7,6.62,3.84,1,6
6803,0.7,Ideal,F,VVS1,61.6,56.0,4246.0,5.86,5.71,3.51,6,4
6804,0.9,Premium,H,VS2,60.4,59.0,4246.0,6.27,6.24,3.78,3,2
6805,0.92,Good,H,VS2,63.4,57.0,4247.0,6.11,6.17,3.89,3,2
6806,0.96,Very Good,G,SI1,63.2,57.0,4247.0,6.27,6.23,3.95,2,3
6807,1.03,Premium,I,SI1,62.0,58.0,4248.0,6.43,6.47,4.0,2,1
6808,1.01,Premium,G,SI2,62.5,60.0,4249.0,6.34,6.39,3.98,1,3
6809,1.01,Very Good,G,SI2,61.0,58.0,4249.0,6.43,6.48,3.94,1,3
6810,1.01,Very Good,G,SI2,62.0,58.0,4249.0,6.37,6.41,3.96,1,3
6811,0.92,Ideal,G,SI1,62.6,55.0,4249.0,6.22,6.24,3.9,2,3
6812,1.21,Ideal,H,SI1,62.7,56.0,4249.0,6.81,6.78,4.26,2,2
6813,1.21,Ideal,H,SI1,62.9,57.0,4249.0,6.78,6.74,4.25,2,2
6814,1.01,Very Good,H,SI1,63.4,55.0,4249.0,6.32,6.27,3.99,2,2
6815,1.15,Premium,E,SI2,62.5,58.0,4250.0,6.65,6.72,4.18,1,5
6816,1.15,Very Good,E,SI2,61.7,60.0,4250.0,6.7,6.78,4.16,1,5
6817,1.03,Good,E,SI2,63.8,62.0,4250.0,6.3,6.37,4.04,1,5
6818,1.12,Premium,H,SI2,62.4,58.0,4250.0,6.63,6.58,4.12,1,2
6819,1.1,Ideal,H,SI2,61.9,56.0,4250.0,6.65,6.63,4.11,1,2
6820,0.93,Premium,E,SI2,60.5,57.0,4250.0,6.37,6.32,3.84,1,5
6821,0.9,Premium,G,VS2,62.1,59.0,4252.0,6.15,6.09,3.8,3,3
6822,1.04,Very Good,D,SI2,58.2,59.0,4252.0,6.62,6.67,3.87,1,6
6823,1.02,Very Good,H,SI2,63.4,54.0,4252.0,6.37,6.43,4.06,1,2
6824,0.72,Ideal,F,VVS1,62.0,56.0,4252.0,5.73,5.75,3.56,6,4
6825,0.9,Fair,D,SI1,63.8,61.0,4252.0,6.07,5.99,3.85,2,6
6826,0.73,Ideal,D,VVS2,62.2,56.0,4252.0,5.79,5.73,3.58,5,6
6827,0.91,Very Good,D,SI1,59.3,58.0,4253.0,6.33,6.38,3.77,2,6
6828,0.92,Very Good,D,SI1,60.7,58.0,4253.0,6.27,6.39,3.84,2,6
6829,1.05,Ideal,J,SI1,62.3,56.0,4253.0,6.47,6.5,4.04,2,0
6830,0.9,Good,F,VS2,59.8,61.0,4253.0,6.18,6.22,3.71,3,4
6831,0.92,Very Good,E,SI1,63.0,57.0,4254.0,6.17,6.21,3.9,2,5
6832,1.0,Very Good,F,SI2,62.9,56.0,4255.0,6.36,6.42,4.02,1,4
6833,1.0,Very Good,F,SI2,59.9,61.0,4255.0,6.42,6.46,3.86,1,4
6834,1.06,Very Good,I,SI1,62.8,56.0,4255.0,6.47,6.52,4.08,2,1
6835,1.0,Premium,F,SI2,61.5,58.0,4255.0,6.38,6.41,3.93,1,4
6836,1.0,Very Good,F,SI2,61.6,62.0,4255.0,6.3,6.37,3.9,1,4
6837,1.26,Good,J,SI1,63.9,58.0,4255.0,6.78,6.74,4.32,2,0
6838,1.02,Ideal,G,SI2,61.4,56.0,4255.0,6.52,6.47,3.99,1,3
6839,0.93,Very Good,F,SI1,59.8,58.0,4256.0,6.32,6.39,3.8,2,4
6840,1.13,Premium,H,SI1,62.6,60.0,4256.0,6.68,6.62,4.16,2,2
6841,1.0,Fair,E,SI2,65.2,56.0,4256.0,6.3,6.12,4.05,1,5
6842,0.91,Premium,E,SI1,62.1,58.0,4256.0,6.18,6.15,3.83,2,5
6843,1.01,Good,E,SI1,63.8,60.0,4256.0,6.36,6.31,4.04,2,5
6844,0.91,Good,E,SI1,63.7,64.0,4256.0,6.09,6.03,3.86,2,5
6845,0.91,Fair,E,SI1,65.0,62.0,4256.0,6.09,6.04,3.94,2,5
6846,1.01,Fair,H,SI1,65.3,57.0,4256.0,6.33,6.23,4.1,2,2
6847,1.0,Ideal,H,SI2,62.6,56.0,4256.0,6.38,6.34,3.98,1,2
6848,1.0,Fair,F,SI1,66.4,57.0,4256.0,6.21,6.14,4.1,2,4
6849,1.0,Premium,G,SI1,61.8,59.0,4256.0,6.43,6.38,3.96,2,3
6850,0.91,Good,G,VS2,63.6,58.0,4257.0,6.1,6.14,3.89,3,3
6851,0.91,Ideal,G,VS2,62.3,57.0,4257.0,6.18,6.24,3.87,3,3
6852,1.04,Good,F,SI2,58.5,61.0,4257.0,6.63,6.68,3.89,1,4
6853,1.06,Good,E,SI2,58.8,61.0,4257.0,6.63,6.67,3.91,1,5
6854,1.01,Premium,F,SI2,61.8,56.0,4257.0,6.43,6.38,3.96,1,4
6855,0.9,Very Good,H,VS2,63.6,58.0,4258.0,6.1,6.14,3.89,3,2
6856,0.92,Good,E,SI1,63.2,58.0,4258.0,6.16,6.18,3.9,2,5
6857,0.92,Ideal,E,SI1,61.4,54.6,4258.0,6.25,6.29,3.85,2,5
6858,0.92,Premium,E,SI1,60.9,59.0,4258.0,6.25,6.27,3.81,2,5
6859,0.73,Ideal,D,VS1,61.9,55.0,4258.0,5.78,5.81,3.59,4,6
6860,1.0,Good,E,SI2,61.5,61.0,4258.0,6.35,6.43,3.93,1,5
6861,0.84,Very Good,G,VVS2,60.4,55.0,4259.0,6.07,6.12,3.68,5,3
6862,1.11,Ideal,J,SI1,62.1,56.0,4259.0,6.64,6.67,4.13,2,0
6863,1.17,Premium,F,SI2,62.5,57.0,4259.0,6.8,6.71,4.22,1,4
6864,0.9,Premium,G,VS2,60.8,61.0,4259.0,6.22,6.12,3.75,3,3
6865,0.9,Premium,E,SI1,62.2,59.0,4259.0,6.21,6.16,3.88,2,5
6866,0.9,Premium,G,VS2,62.1,59.0,4259.0,6.2,6.14,3.83,3,3
6867,1.01,Very Good,D,SI2,60.8,61.0,4260.0,6.45,6.5,3.94,1,6
6868,1.01,Premium,G,SI1,59.2,59.0,4260.0,6.52,6.58,3.88,2,3
6869,1.01,Very Good,D,SI2,59.8,57.0,4260.0,6.51,6.57,3.91,1,6
6870,1.01,Good,D,SI2,61.5,56.0,4260.0,6.36,6.42,3.93,1,6
6871,1.01,Very Good,D,SI2,58.9,56.0,4260.0,6.55,6.59,3.87,1,6
6872,1.01,Very Good,D,SI2,61.8,57.0,4260.0,6.42,6.47,3.98,1,6
6873,1.01,Good,D,SI2,63.1,54.0,4260.0,6.37,6.43,4.04,1,6
6874,1.0,Ideal,H,SI2,61.2,57.0,4260.0,6.42,6.45,3.94,1,2
6875,1.01,Ideal,G,SI2,61.7,56.0,4260.0,6.47,6.43,3.98,1,3
6876,0.9,Ideal,G,SI1,62.5,55.0,4260.0,6.17,6.21,3.87,2,3
6877,1.01,Very Good,J,VS1,61.3,57.0,4262.0,6.43,6.5,3.96,4,0
6878,1.01,Very Good,H,SI2,61.5,62.0,4262.0,6.35,6.44,3.93,1,2
6879,0.8,Very Good,E,VS2,61.6,57.0,4263.0,5.95,5.97,3.67,3,5
6880,1.01,Fair,I,VS1,64.9,58.0,4263.0,6.17,6.22,4.02,4,1
6881,1.09,Ideal,H,SI2,62.0,57.0,4264.0,6.61,6.55,4.08,1,2
6882,0.94,Premium,H,VS2,62.5,58.0,4264.0,6.26,6.18,3.89,3,2
6883,0.96,Very Good,G,SI1,60.3,57.0,4265.0,6.35,6.38,3.84,2,3
6884,1.0,Fair,E,SI2,65.9,62.0,4265.0,6.09,6.02,3.99,1,5
6885,0.91,Good,D,SI1,64.6,58.0,4265.0,6.02,6.12,3.92,2,6
6886,1.11,Premium,J,VS2,62.6,59.0,4265.0,6.6,6.56,4.12,3,0
6887,1.0,Good,E,SI2,63.7,61.0,4265.0,6.27,6.2,3.97,1,5
6888,0.93,Ideal,H,VS1,62.7,54.0,4265.0,6.25,6.2,3.9,4,2
6889,0.9,Premium,H,VS2,61.7,59.0,4266.0,6.13,6.19,3.8,3,2
6890,1.06,Very Good,I,SI1,60.4,59.0,4267.0,6.56,6.61,3.98,2,1
6891,1.06,Ideal,H,SI2,60.6,59.0,4267.0,6.63,6.6,4.01,1,2
6892,0.91,Ideal,F,SI1,62.3,56.0,4267.0,6.16,6.19,3.85,2,4
6893,0.8,Premium,G,IF,62.6,58.0,4268.0,5.89,5.93,3.7,7,3
6894,1.03,Very Good,H,SI2,62.3,57.0,4268.0,6.43,6.48,4.02,1,2
6895,0.9,Good,F,VS2,65.0,58.0,4268.0,6.03,6.06,3.93,3,4
6896,0.9,Good,F,VS2,64.5,60.0,4268.0,6.03,6.07,3.9,3,4
6897,1.21,Premium,J,VS2,62.4,58.0,4268.0,6.83,6.79,4.25,3,0
6898,1.03,Ideal,F,SI2,62.3,56.0,4268.0,6.51,6.43,4.03,1,4
6899,1.01,Premium,G,SI2,60.1,59.0,4269.0,6.45,6.39,3.86,1,3
6900,0.9,Premium,G,VS2,61.7,59.0,4269.0,6.14,6.22,3.81,3,3
6901,0.9,Very Good,G,VS2,61.9,56.0,4269.0,6.17,6.23,3.84,3,3
6902,0.9,Very Good,G,VS2,60.9,59.0,4269.0,6.18,6.24,3.78,3,3
6903,0.9,Ideal,G,VS2,62.6,57.0,4269.0,6.14,6.2,3.86,3,3
6904,0.9,Good,G,VS2,63.6,58.0,4269.0,6.08,6.12,3.88,3,3
6905,1.0,Very Good,F,SI2,63.3,58.0,4269.0,6.26,6.29,3.97,1,4
6906,0.9,Ideal,F,SI1,61.7,55.0,4269.0,6.19,6.16,3.81,2,4
6907,1.01,Ideal,G,SI2,62.8,56.0,4269.0,6.4,6.44,4.03,1,3
6908,1.1,Premium,I,SI2,62.6,59.0,4269.0,6.57,6.53,4.1,1,1
6909,1.21,Premium,J,SI1,62.6,58.0,4269.0,6.74,6.71,4.21,2,0
6910,1.01,Premium,G,SI2,60.1,60.0,4270.0,6.48,6.44,3.88,1,3
6911,1.01,Very Good,F,SI2,63.4,54.0,4270.0,6.42,6.39,4.06,1,4
6912,0.81,Ideal,F,VS1,61.8,55.0,4270.0,5.97,6.03,3.71,4,4
6913,1.06,Ideal,I,SI2,61.8,57.0,4270.0,6.57,6.6,4.07,1,1
6914,1.01,Very Good,E,SI2,63.3,57.0,4270.0,6.39,6.31,4.02,1,5
6915,1.01,Very Good,G,SI1,63.5,60.0,4271.0,6.41,6.38,3.92,2,3
6916,0.83,Ideal,E,VS2,61.3,56.0,4271.0,6.06,6.08,3.72,3,5
6917,1.13,Premium,I,SI2,59.9,57.0,4271.0,6.8,6.76,4.06,1,1
6918,1.11,Very Good,I,SI1,61.9,59.0,4273.0,6.58,6.64,4.09,2,1
6919,1.11,Ideal,I,SI1,62.4,55.0,4273.0,6.6,6.64,4.13,2,1
6920,1.0,Very Good,H,SI2,59.7,58.0,4273.0,6.48,6.55,3.89,1,2
6921,1.0,Good,I,SI1,58.0,58.0,4273.0,6.56,6.62,3.82,2,1
6922,1.09,Premium,I,SI1,61.7,59.0,4273.0,6.59,6.53,4.05,2,1
6923,1.02,Premium,G,SI1,61.4,55.0,4273.0,6.51,6.48,3.99,2,3
6924,1.2,Very Good,F,SI2,63.3,59.0,4274.0,6.7,6.66,4.23,1,4
6925,0.74,Good,D,VVS1,59.2,62.6,4274.0,5.85,5.87,3.47,6,6
6926,1.01,Good,H,SI1,64.6,56.0,4274.0,6.17,6.21,4.0,2,2
6927,1.18,Premium,J,SI2,61.3,60.0,4274.0,6.83,6.78,4.17,1,0
6928,1.0,Ideal,F,SI2,61.8,57.0,4274.0,6.45,6.36,3.96,1,4
6929,1.03,Premium,H,SI1,62.4,58.0,4274.0,6.5,6.42,4.03,2,2
6930,0.92,Premium,D,SI1,62.3,58.0,4274.0,6.27,6.21,3.89,2,6
6931,1.03,Premium,H,SI1,63.0,59.0,4274.0,6.43,6.4,4.04,2,2
6932,0.96,Premium,D,SI2,60.0,61.0,4274.0,6.36,6.32,3.81,1,6
6933,1.2,Premium,F,SI2,62.7,60.0,4274.0,6.73,6.67,4.21,1,4
6934,0.65,Ideal,D,VVS2,60.7,57.0,4275.0,5.63,5.65,3.42,5,6
6935,1.1,Ideal,J,SI1,62.2,55.0,4275.0,6.62,6.65,4.13,2,0
6936,0.9,Very Good,G,VS2,58.4,61.0,4276.0,6.33,6.38,3.71,3,3
6937,1.1,Very Good,H,SI1,63.0,58.0,4276.0,6.53,6.59,4.13,2,2
6938,1.1,Very Good,H,SI1,62.1,58.0,4276.0,6.59,6.61,4.1,2,2
6939,1.08,Very Good,I,SI1,60.5,60.0,4276.0,6.61,6.67,4.02,2,1
6940,1.14,Ideal,I,SI2,62.1,55.0,4276.0,6.71,6.72,4.17,1,1
6941,1.07,Ideal,J,SI1,62.1,56.0,4276.0,6.54,6.6,4.08,2,0
6942,1.01,Good,F,SI1,64.2,58.0,4276.0,6.33,6.31,4.06,2,4
6943,1.01,Good,F,SI1,64.1,60.0,4276.0,6.21,6.16,3.97,2,4
6944,1.01,Fair,F,SI1,65.9,58.0,4276.0,6.16,6.1,4.04,2,4
6945,1.01,Fair,F,SI1,67.2,60.0,4276.0,6.06,6.0,4.05,2,4
6946,1.01,Ideal,F,SI1,62.3,55.0,4276.0,6.38,6.31,3.95,2,4
6947,1.12,Premium,E,SI2,62.4,58.0,4277.0,6.59,6.64,4.13,1,5
6948,1.29,Fair,G,I1,66.0,58.0,4277.0,6.82,6.75,4.48,0,3
6949,1.04,Ideal,G,SI2,62.0,57.0,4277.0,6.6,6.53,4.07,1,3
6950,1.04,Premium,G,SI2,60.9,58.0,4277.0,6.58,6.52,3.99,1,3
6951,1.04,Premium,G,SI2,62.9,58.0,4277.0,6.47,6.43,4.06,1,3
6952,0.9,Good,E,VS2,64.0,58.0,4278.0,6.02,6.07,3.87,3,5
6953,1.0,Ideal,J,VS2,61.9,54.0,4278.0,6.41,6.45,3.98,3,0
6954,0.33,Ideal,E,SI1,62.0,54.0,579.0,4.41,4.43,2.74,2,5
6955,0.33,Ideal,E,SI1,62.5,55.0,579.0,4.42,4.45,2.77,2,5
6956,0.33,Premium,H,VS1,59.2,58.0,579.0,4.5,4.55,2.68,4,2
6957,0.33,Ideal,E,SI1,61.9,57.0,579.0,4.43,4.46,2.75,2,5
6958,0.32,Ideal,G,VS2,61.5,55.0,580.0,4.39,4.43,2.71,3,3
6959,0.32,Ideal,H,VS1,61.4,55.0,580.0,4.43,4.49,2.74,4,2
6960,0.32,Ideal,H,VS1,61.0,56.0,580.0,4.43,4.45,2.71,4,2
6961,0.26,Premium,F,VS1,59.5,58.0,580.0,4.22,4.18,2.5,4,4
6962,0.26,Ideal,F,VS1,62.3,56.0,580.0,4.1,4.08,2.55,4,4
6963,0.26,Ideal,F,VS1,60.9,57.0,580.0,4.13,4.11,2.51,4,4
6964,0.26,Premium,E,VS1,60.1,60.0,580.0,4.15,4.1,2.48,4,5
6965,0.26,Premium,E,VS2,62.1,56.0,580.0,4.13,4.11,2.56,3,5
6966,0.26,Premium,E,VS2,60.4,58.0,580.0,4.19,4.15,2.52,3,5
6967,0.26,Ideal,E,VS1,61.8,55.0,580.0,4.13,4.09,2.54,4,5
6968,0.26,Premium,E,VS1,61.9,58.0,580.0,4.11,4.1,2.54,4,5
6969,0.35,Ideal,I,SI2,61.6,55.0,580.0,4.62,4.53,2.82,1,1
6970,0.32,Premium,E,VS2,59.3,58.0,580.0,4.45,4.49,2.65,3,5
6971,0.3,Very Good,H,VVS2,63.0,56.0,581.0,4.24,4.27,2.68,5,2
6972,0.3,Very Good,H,VVS2,62.0,59.0,581.0,4.27,4.34,2.67,5,2
6973,0.3,Very Good,G,VS1,62.6,56.0,581.0,4.29,4.31,2.69,4,3
6974,0.3,Ideal,H,VVS2,62.5,55.0,581.0,4.29,4.32,2.69,5,2
6975,0.3,Ideal,H,VVS2,61.5,56.0,581.0,4.34,4.38,2.68,5,2
6976,0.38,Ideal,D,SI1,62.3,57.0,581.0,4.6,4.65,2.88,2,6
6977,0.34,Good,F,SI1,61.9,56.0,581.0,4.5,4.52,2.79,2,4
6978,0.31,Fair,E,VS2,55.9,62.0,581.0,4.6,4.56,2.56,3,5
6979,0.38,Very Good,I,SI1,60.2,60.0,581.0,4.65,4.68,2.81,2,1
6980,0.38,Ideal,I,SI1,62.3,56.0,581.0,4.58,4.63,2.87,2,1
6981,0.97,Ideal,J,VS1,61.3,57.0,4278.0,6.37,6.41,3.92,4,0
6982,1.07,Premium,G,SI2,58.5,61.0,4278.0,6.71,6.59,3.89,1,3
6983,1.07,Premium,G,SI2,59.9,59.0,4278.0,6.67,6.61,3.98,1,3
6984,1.07,Premium,G,SI2,59.8,60.0,4278.0,6.7,6.65,3.99,1,3
6985,0.91,Good,F,SI1,63.9,55.0,4279.0,6.1,6.17,3.92,2,4
6986,0.91,Very Good,F,SI1,59.7,55.0,4279.0,6.33,6.36,3.79,2,4
6987,0.61,Ideal,D,VVS1,62.1,56.0,4279.0,5.46,5.43,3.38,6,6
6988,1.03,Ideal,F,SI2,61.9,56.0,4280.0,6.47,6.43,3.99,1,4
6989,1.02,Ideal,I,VS2,60.8,57.0,4281.0,6.42,6.5,3.93,3,1
6990,0.64,Ideal,D,VVS1,61.5,56.0,4281.0,5.57,5.59,3.43,6,6
6991,1.05,Fair,I,VS1,58.9,66.0,4281.0,6.71,6.6,3.92,4,1
6992,1.05,Very Good,E,SI2,63.2,59.0,4281.0,6.43,6.36,4.04,1,5
6993,1.13,Very Good,F,SI2,62.3,59.0,4282.0,6.65,6.68,4.15,1,4
6994,1.03,Very Good,F,SI1,62.5,59.0,4282.0,6.41,6.45,4.02,2,4
6995,1.03,Ideal,J,VS2,61.6,57.0,4283.0,6.52,6.47,4.0,3,0
6996,1.11,Very Good,J,VS2,61.8,56.0,4283.0,6.59,6.64,4.09,3,0
6997,1.1,Very Good,J,SI2,61.8,58.0,4283.0,6.6,6.63,4.09,1,0
6998,1.03,Very Good,H,SI2,62.8,59.0,4283.0,6.4,6.43,4.03,1,2
6999,1.03,Ideal,H,SI2,60.6,56.0,4283.0,6.53,6.63,3.99,1,2
7000,1.11,Premium,F,SI2,62.1,58.0,4283.0,6.63,6.51,4.1,1,4
7001,1.07,Premium,E,SI2,60.5,59.0,4284.0,6.59,6.67,4.01,1,5
7002,0.91,Good,G,VS1,63.4,54.0,4284.0,6.07,6.24,3.9,4,3
7003,0.91,Good,G,VS1,63.6,60.0,4284.0,6.03,6.11,3.86,4,3
7004,0.91,Good,G,VS1,63.2,58.0,4284.0,6.07,6.15,3.86,4,3
7005,0.81,Premium,D,VS1,62.3,58.0,4284.0,5.94,6.0,3.72,4,6
7006,0.91,Very Good,E,SI1,62.1,60.0,4284.0,6.21,6.25,3.87,2,5
7007,1.0,Premium,G,SI2,61.8,60.0,4284.0,6.37,6.34,3.93,1,3
7008,1.5,Fair,J,I1,68.8,57.0,4284.0,6.94,6.87,4.75,0,0
7009,0.91,Ideal,E,SI1,62.3,57.0,4284.0,6.21,6.25,3.88,2,5
7010,1.02,Very Good,H,SI2,63.1,59.0,4284.0,6.43,6.37,4.04,1,2
7011,1.02,Premium,I,SI1,62.7,55.0,4284.0,6.48,6.41,4.04,2,1
7012,1.02,Premium,H,SI2,62.5,54.0,4284.0,6.44,6.4,4.01,1,2
7013,1.02,Premium,I,SI1,58.0,58.0,4284.0,6.84,6.6,3.9,2,1
7014,0.9,Ideal,F,SI1,61.5,56.0,4284.0,6.25,6.2,3.83,2,4
7015,1.02,Premium,H,SI2,60.9,59.0,4284.0,6.51,6.46,3.95,1,2
7016,1.02,Premium,H,SI2,59.8,59.0,4284.0,6.54,6.5,3.9,1,2
7017,1.02,Ideal,H,SI2,61.8,55.0,4284.0,6.51,6.47,4.01,1,2
7018,1.02,Premium,F,SI2,60.0,60.0,4284.0,6.57,6.53,3.93,1,4
7019,0.72,Ideal,E,VVS2,62.1,56.0,4285.0,5.72,5.77,3.57,5,5
7020,1.02,Very Good,E,SI2,58.7,63.0,4286.0,6.61,6.55,3.86,1,5
7021,0.9,Very Good,E,SI1,62.9,56.0,4286.0,6.09,6.12,3.84,2,5
7022,0.92,Premium,G,VS2,61.6,62.0,4287.0,6.3,6.24,3.86,3,3
7023,0.9,Very Good,E,SI2,59.9,57.0,4288.0,6.25,6.34,3.77,1,5
7024,0.71,Good,D,VS2,63.6,54.0,4289.0,5.7,5.75,3.64,3,6
7025,0.91,Very Good,E,SI1,63.9,57.0,4289.0,6.05,6.12,3.89,2,5
7026,0.9,Very Good,D,SI1,62.1,60.0,4289.0,6.11,6.19,3.82,2,6
7027,1.04,Very Good,I,SI1,62.0,57.0,4290.0,6.47,6.5,4.02,2,1
7028,1.04,Premium,I,SI1,61.8,60.0,4290.0,6.47,6.51,4.01,2,1
7029,1.04,Ideal,H,SI2,61.1,56.0,4290.0,6.6,6.66,4.05,1,2
7030,1.03,Ideal,G,SI2,62.9,57.0,4290.0,6.37,6.47,4.04,1,3
7031,1.04,Good,E,SI2,62.3,62.0,4290.0,6.4,6.44,4.0,1,5
7032,1.12,Ideal,H,SI1,62.7,56.0,4290.0,6.66,6.61,4.16,2,2
7033,1.02,Ideal,G,SI2,62.7,57.0,4291.0,6.42,6.44,4.03,1,3
7034,1.02,Very Good,G,SI2,62.9,59.0,4291.0,6.38,6.4,4.02,1,3
7035,1.02,Premium,G,SI2,62.5,59.0,4291.0,6.37,6.42,4.0,1,3
7036,1.02,Very Good,G,SI2,61.6,61.0,4291.0,6.46,6.47,3.98,1,3
7037,0.9,Very Good,D,SI1,61.8,59.0,4291.0,6.13,6.16,3.8,2,6
7038,1.29,Premium,I,SI2,61.1,62.0,4291.0,7.0,6.94,4.26,1,1
7039,1.03,Very Good,J,VS1,63.4,58.0,4292.0,6.36,6.42,4.05,4,0
7040,1.05,Very Good,I,SI1,63.5,58.0,4292.0,6.46,6.43,4.09,2,1
7041,0.85,Very Good,F,VS1,62.0,55.0,4293.0,6.08,6.14,3.78,4,4
7042,0.56,Ideal,D,IF,61.9,57.0,4293.0,5.28,5.31,3.28,7,6
7043,0.91,Premium,H,VS2,60.6,58.0,4293.0,6.3,6.25,3.8,3,2
7044,1.18,Very Good,J,SI2,63.5,57.0,4294.0,6.68,6.74,4.26,1,0
7045,1.13,Premium,H,SI2,62.3,59.0,4294.0,6.68,6.65,4.15,1,2
7046,1.01,Very Good,J,SI1,62.2,57.0,4295.0,6.35,6.39,3.96,2,0
7047,1.0,Ideal,H,SI2,59.4,55.0,4295.0,6.59,6.65,3.93,1,2
7048,1.0,Very Good,D,SI2,61.5,63.0,4295.0,6.32,6.27,3.87,1,6
7049,1.0,Good,D,SI2,57.8,58.0,4295.0,6.61,6.55,3.8,1,6
7050,1.0,Fair,G,SI1,64.4,57.0,4295.0,6.32,6.28,4.06,2,3
7051,1.0,Very Good,G,SI1,63.1,56.0,4295.0,6.41,6.31,4.01,2,3
7052,1.0,Fair,G,SI1,66.2,58.0,4295.0,6.25,6.15,4.11,2,3
7053,1.0,Very Good,D,SI2,63.3,60.0,4295.0,6.29,6.19,3.95,1,6
7054,1.0,Premium,D,SI2,60.8,60.0,4295.0,6.45,6.41,3.91,1,6
7055,0.9,Very Good,G,VS2,60.5,60.0,4296.0,6.2,6.24,3.76,3,3
7056,0.9,Good,G,VS2,61.5,61.0,4296.0,6.18,6.21,3.81,3,3
7057,1.02,Ideal,H,SI2,60.5,57.0,4297.0,6.52,6.56,3.95,1,2
7058,0.9,Very Good,G,VS1,62.4,58.0,4297.0,6.14,6.16,3.84,4,3
7059,0.93,Premium,F,SI1,62.3,58.0,4297.0,6.22,6.18,3.86,2,4
7060,0.91,Good,H,VS1,63.4,56.0,4298.0,6.12,6.18,3.9,4,2
7061,1.01,Very Good,F,SI2,61.8,56.0,4298.0,6.43,6.38,3.96,1,4
7062,1.01,Premium,E,SI1,61.6,59.0,4299.0,6.44,6.42,3.96,2,5
7063,1.01,Very Good,E,SI2,63.4,59.0,4299.0,6.32,6.26,3.99,1,5
7064,1.01,Very Good,F,SI2,63.2,58.0,4299.0,6.43,6.3,4.02,1,4
7065,1.01,Very Good,F,SI2,63.3,57.0,4299.0,6.39,6.37,4.04,1,4
7066,1.01,Ideal,G,SI2,61.5,57.0,4299.0,6.5,6.42,3.97,1,3
7067,1.2,Very Good,I,SI1,63.1,61.0,4301.0,6.65,6.58,4.18,2,1
7068,1.2,Premium,H,SI2,60.8,59.0,4301.0,6.8,6.75,4.12,1,2
